invoice_id,exception_type,severity,invoice_date,customer_id,billed_amount
INV00007316,contract_date_conflict,medium,2023-01-01,C000516,1817.0
INV00007352,contract_date_conflict,medium,2024-11-01,C000517,7450.0
INV00007366,contract_date_conflict,medium,2023-01-01,C000518,1185.0
INV00007399,contract_date_conflict,medium,2025-10-01,C000519,1817.0
INV00007402,contract_date_conflict,medium,2024-01-01,C000520,175.5
INV00007424,contract_date_conflict,medium,2023-07-01,C000521,210.6
INV00007454,contract_date_conflict,medium,2025-07-01,C000523,2449.0
INV00007460,contract_date_conflict,medium,2024-10-01,C000524,195.0
INV00007480,contract_date_conflict,medium,2023-02-01,C000526,2054.0
INV00007515,contract_date_conflict,medium,2025-08-01,C000527,13007.7
INV00007520,contract_date_conflict,medium,2023-05-01,C000528,1185.0
INV00007552,contract_date_conflict,medium,2024-10-01,C000529,273.0
INV00007567,contract_date_conflict,medium,2024-07-01,C000530,195.0
INV00007585,contract_date_conflict,medium,2025-10-01,C000531,234.0
INV00007588,contract_date_conflict,medium,2024-09-01,C000532,1208.7
INV00007604,contract_date_conflict,medium,2023-09-01,C000533,175.5
INV00007616,contract_date_conflict,medium,2024-12-01,C000535,165.75
INV00007629,contract_date_conflict,medium,2023-04-01,C000536,429.0
INV00007662,contract_date_conflict,medium,2024-10-01,C000537,1422.0
INV00007677,contract_date_conflict,medium,2025-06-01,C000538,1350.9
INV00007684,contract_date_conflict,medium,2025-12-01,C000539,1501.0
INV00007685,contract_date_conflict,medium,2024-05-01,C000540,195.0
INV00007705,contract_date_conflict,medium,2024-10-01,C000541,195.0
INV00007720,contract_date_conflict,medium,2024-11-01,C000542,2923.0
INV00007734,contract_date_conflict,medium,2024-07-01,C000544,312.0
INV00007749,contract_date_conflict,medium,2025-01-01,C000546,1880.2
INV00007761,contract_date_conflict,medium,2025-03-01,C000547,351.0
INV00007771,contract_date_conflict,medium,2024-05-01,C000548,195.0
INV00007777,contract_date_conflict,medium,2024-03-01,C000549,234.0
INV00007799,contract_date_conflict,medium,2025-12-01,C000550,3088.9
INV00007800,contract_date_conflict,medium,2025-05-01,C000551,175.5
INV00007808,contract_date_conflict,medium,2025-10-01,C000553,1896.0
INV00007811,contract_date_conflict,medium,2024-06-01,C000555,198.9
INV00007830,contract_date_conflict,medium,2023-02-01,C000556,1580.0
INV00007865,contract_date_conflict,medium,2023-01-01,C000559,2061.9
INV00007884,contract_date_conflict,medium,2024-04-01,C000560,273.0
INV00007905,contract_date_conflict,medium,2025-05-01,C000561,1425.95
INV00007913,contract_date_conflict,medium,2024-05-01,C000563,234.0
INV00007933,contract_date_conflict,medium,2023-09-01,C000564,312.0
INV00007951,contract_date_conflict,medium,2023-04-01,C000565,185.25
INV00007977,contract_date_conflict,medium,2025-06-01,C000566,273.0
INV00007984,contract_date_conflict,medium,2025-06-01,C000567,1066.5
INV00007991,contract_date_conflict,medium,2023-08-01,C000569,1343.0
INV00008020,contract_date_conflict,medium,2024-08-01,C000571,1185.0
INV00008037,contract_date_conflict,medium,2023-09-01,C000572,444.6
INV00008065,contract_date_conflict,medium,2023-03-01,C000573,1564.2
INV00008099,contract_date_conflict,medium,2024-05-01,C000574,1422.0
INV00008119,contract_date_conflict,medium,2024-11-01,C000575,165.75
INV00008133,contract_date_conflict,medium,2023-09-01,C000576,210.6
INV00008151,contract_date_conflict,medium,2023-06-01,C000577,1659.0
INV00008182,contract_date_conflict,medium,2023-07-01,C000578,175.5
INV00008212,contract_date_conflict,medium,2024-10-01,C000579,234.0
INV00008227,contract_date_conflict,medium,2025-07-01,C000582,6705.0
INV00008233,contract_date_conflict,medium,2024-01-01,C000583,1350.9
INV00008257,contract_date_conflict,medium,2023-08-01,C000584,10474.7
INV00008286,contract_date_conflict,medium,2024-04-01,C000585,1659.0
INV00008307,contract_date_conflict,medium,2023-06-01,C000586,1659.0
INV00008338,contract_date_conflict,medium,2024-01-01,C000587,397.8
INV00008351,contract_date_conflict,medium,2025-12-01,C000590,195.0
INV00008352,contract_date_conflict,medium,2024-10-01,C000591,195.0
INV00008367,contract_date_conflict,medium,2023-01-01,C000592,10281.0
INV00008383,contract_date_conflict,medium,2025-06-01,C000593,185.25
INV00008390,contract_date_conflict,medium,2023-11-01,C000594,259.35
INV00008416,contract_date_conflict,medium,2024-03-01,C000595,195.0
INV00008438,contract_date_conflict,medium,2023-10-01,C000596,210.6
INV00008465,contract_date_conflict,medium,2025-06-01,C000597,1007.25
INV00008472,contract_date_conflict,medium,2024-04-01,C000598,2054.0
INV00008493,contract_date_conflict,medium,2024-02-01,C000599,1275.85
INV00008516,contract_date_conflict,medium,2025-04-01,C000600,9387.0
INV00008525,contract_date_conflict,medium,2023-04-01,C000601,1678.75
INV00008558,contract_date_conflict,medium,2025-10-01,C000604,421.2
INV00008561,contract_date_conflict,medium,2025-02-01,C000605,351.0
INV00008572,contract_date_conflict,medium,2024-04-01,C000606,195.0
INV00008593,contract_date_conflict,medium,2023-07-01,C000607,234.0
INV00008623,contract_date_conflict,medium,2023-07-01,C000608,429.0
INV00008648,contract_date_conflict,medium,2024-06-01,C000609,12069.0
INV00008667,contract_date_conflict,medium,2023-08-01,C000611,195.0
INV00008696,contract_date_conflict,medium,2023-10-01,C000612,1580.0
INV00008723,contract_date_conflict,medium,2024-05-01,C000613,1919.7
INV00008736,contract_date_conflict,medium,2024-12-01,C000614,1185.0
INV00008749,contract_date_conflict,medium,2025-12-01,C000615,351.0
INV00008750,contract_date_conflict,medium,2025-02-01,C000616,1738.0
INV00008761,contract_date_conflict,medium,2023-07-01,C000617,234.0
INV00008791,contract_date_conflict,medium,2023-08-01,C000618,7450.0
INV00008798,contract_date_conflict,medium,2025-12-01,C000619,187.2
INV00008799,contract_date_conflict,medium,2023-03-01,C000621,1066.5
INV00008833,contract_date_conflict,medium,2023-01-01,C000622,1264.0
INV00008905,contract_date_conflict,medium,2025-12-01,C000625,1185.0
INV00008906,contract_date_conflict,medium,2023-04-01,C000626,265.2
INV00008939,contract_date_conflict,medium,2024-02-01,C000627,195.0
INV00008954,contract_date_conflict,medium,2025-08-01,C000629,222.3
INV00008959,contract_date_conflict,medium,2024-06-01,C000630,234.0
INV00008978,contract_date_conflict,medium,2024-04-01,C000631,265.2
INV00009019,contract_date_conflict,medium,2023-02-01,C000633,273.0
INV00009054,contract_date_conflict,medium,2025-07-01,C000634,273.0
INV00009060,contract_date_conflict,medium,2023-08-01,C000635,1896.0
INV00009089,contract_date_conflict,medium,2023-07-01,C000636,175.5
INV00009112,contract_date_conflict,medium,2025-01-01,C000637,1007.25
INV00009124,contract_date_conflict,medium,2023-09-01,C000639,195.0
INV00009152,contract_date_conflict,medium,2023-05-01,C000640,1975.0
INV00009184,contract_date_conflict,medium,2025-06-01,C000641,312.0
INV00009191,contract_date_conflict,medium,2023-01-01,C000642,948.0
INV00009227,contract_date_conflict,medium,2025-05-01,C000643,185.25
INV00009235,contract_date_conflict,medium,2025-11-01,C000644,1279.8
INV00009237,contract_date_conflict,medium,2025-10-01,C000645,195.0
INV00009240,contract_date_conflict,medium,2025-07-01,C000646,1580.0
INV00009246,contract_date_conflict,medium,2025-09-01,C000647,280.8
INV00009250,contract_date_conflict,medium,2024-10-01,C000648,3397.0
INV00009265,contract_date_conflict,medium,2024-09-01,C000649,1975.0
INV00009272,contract_date_conflict,medium,2024-11-01,C000651,1817.0
INV00009286,contract_date_conflict,medium,2024-07-01,C000653,265.2
INV00009304,contract_date_conflict,medium,2025-03-01,C000654,210.6
INV00009314,contract_date_conflict,medium,2025-06-01,C000655,296.4
INV00009321,contract_date_conflict,medium,2025-09-01,C000656,407.55
INV00009325,contract_date_conflict,medium,2024-01-01,C000657,312.0
INV00009349,contract_date_conflict,medium,2023-07-01,C000658,2559.6
INV00009373,contract_date_conflict,medium,2024-03-01,C000659,8612.2
INV00009382,contract_date_conflict,medium,2025-09-01,C000660,7450.0
INV00009386,contract_date_conflict,medium,2025-05-01,C000661,8046.0
INV00009394,contract_date_conflict,medium,2024-07-01,C000662,1066.5
INV00009401,contract_date_conflict,medium,2023-04-01,C000663,222.3
INV00009434,contract_date_conflict,medium,2024-08-01,C000665,195.0
INV00009451,contract_date_conflict,medium,2024-02-01,C000666,11026.0
INV00009474,contract_date_conflict,medium,2024-07-01,C000667,2022.4
INV00009492,contract_date_conflict,medium,2023-08-01,C000668,280.8
INV00009521,contract_date_conflict,medium,2024-12-01,C000670,195.0
INV00009534,contract_date_conflict,medium,2023-06-01,C000671,1125.75
INV00009565,contract_date_conflict,medium,2024-07-01,C000673,2607.0
INV00009583,contract_date_conflict,medium,2024-12-01,C000675,1066.5
INV00009596,contract_date_conflict,medium,2023-02-01,C000677,7450.0
INV00009631,contract_date_conflict,medium,2024-05-01,C000678,1493.1
INV00009651,contract_date_conflict,medium,2024-05-01,C000679,351.0
INV00009671,contract_date_conflict,medium,2024-07-01,C000681,468.0
INV00009689,contract_date_conflict,medium,2024-12-01,C000683,444.6
INV00009702,contract_date_conflict,medium,2025-07-01,C000684,1264.0
INV00009708,contract_date_conflict,medium,2023-01-01,C000685,298.35
INV00009744,contract_date_conflict,medium,2024-08-01,C000686,195.0
INV00009761,contract_date_conflict,medium,2025-11-01,C000687,429.0
INV00009763,contract_date_conflict,medium,2025-07-01,C000688,2926.95
INV00009769,contract_date_conflict,medium,2024-06-01,C000689,232.05
INV00009788,contract_date_conflict,medium,2025-03-01,C000691,13447.25
INV00009798,contract_date_conflict,medium,2023-10-01,C000692,7450.0
INV00009825,contract_date_conflict,medium,2024-07-01,C000693,312.0
INV00009843,contract_date_conflict,medium,2025-10-01,C000694,1580.0
INV00009846,contract_date_conflict,medium,2024-02-01,C000695,11026.0
INV00009869,contract_date_conflict,medium,2025-01-01,C000696,351.0
INV00009881,contract_date_conflict,medium,2024-06-01,C000697,195.0
INV00009900,contract_date_conflict,medium,2025-05-01,C000698,273.0
INV00009908,contract_date_conflict,medium,2025-04-01,C000699,195.0
INV00009922,contract_date_conflict,medium,2025-05-01,C000701,1422.0
INV00009930,contract_date_conflict,medium,2024-10-01,C000702,3002.0
INV00009945,contract_date_conflict,medium,2024-06-01,C000703,234.0
INV00009964,contract_date_conflict,medium,2023-06-01,C000704,198.9
INV00009990,contract_date_conflict,medium,2023-05-01,C000705,312.0
INV00010022,contract_date_conflict,medium,2023-11-01,C000706,1185.0
INV00010048,contract_date_conflict,medium,2025-05-01,C000707,2607.0
INV00010056,contract_date_conflict,medium,2023-07-01,C000709,390.0
INV00010086,contract_date_conflict,medium,2024-04-01,C000710,234.0
INV00010107,contract_date_conflict,medium,2024-07-01,C000711,234.0
INV00010125,contract_date_conflict,medium,2025-02-01,C000712,1975.0
INV00010136,contract_date_conflict,medium,2025-05-01,C000714,234.0
INV00010144,contract_date_conflict,medium,2024-05-01,C000715,2686.0
INV00010164,contract_date_conflict,medium,2024-02-01,C000716,1564.2
INV00010187,contract_date_conflict,medium,2024-09-01,C000717,6705.0
INV00010203,contract_date_conflict,medium,2025-12-01,C000718,13261.0
INV00010204,contract_date_conflict,medium,2024-05-01,C000719,3160.0
INV00010212,contract_date_conflict,medium,2023-04-01,C000720,222.3
INV00010245,contract_date_conflict,medium,2025-01-01,C000721,10877.0
INV00010257,contract_date_conflict,medium,2025-05-01,C000722,7748.0
INV00010265,contract_date_conflict,medium,2024-06-01,C000723,312.0
INV00010284,contract_date_conflict,medium,2024-02-01,C000724,1279.8
INV00010307,contract_date_conflict,medium,2024-11-01,C000725,195.0
INV00010321,contract_date_conflict,medium,2024-04-01,C000726,195.0
INV00010342,contract_date_conflict,medium,2024-03-01,C000727,175.5
INV00010364,contract_date_conflict,medium,2025-04-01,C000728,198.9
INV00010373,contract_date_conflict,medium,2023-11-01,C000729,1137.6
INV00010399,contract_date_conflict,medium,2024-12-01,C000730,1343.0
INV00010412,contract_date_conflict,medium,2024-01-01,C000731,245.7
INV00010436,contract_date_conflict,medium,2025-04-01,C000732,210.6
INV00010445,contract_date_conflict,medium,2023-10-01,C000733,2618.85
INV00010472,contract_date_conflict,medium,2024-01-01,C000734,7219.05
INV00010496,contract_date_conflict,medium,2024-10-01,C000735,195.0
INV00010511,contract_date_conflict,medium,2024-08-01,C000736,312.0
INV00010528,contract_date_conflict,medium,2024-11-01,C000737,2275.2
INV00010542,contract_date_conflict,medium,2025-03-01,C000738,6317.6
INV00010552,contract_date_conflict,medium,2024-09-01,C000739,7241.4
INV00010568,contract_date_conflict,medium,2024-07-01,C000740,9252.9
INV00010586,contract_date_conflict,medium,2023-12-01,C000741,273.0
INV00010611,contract_date_conflict,medium,2025-05-01,C000745,4266.0
INV00010649,contract_date_conflict,medium,2024-08-01,C000747,195.0
INV00010666,contract_date_conflict,medium,2024-01-01,C000750,1947.35
INV00010690,contract_date_conflict,medium,2025-07-01,C000751,7450.0
INV00010696,contract_date_conflict,medium,2025-02-01,C000752,312.0
INV00010707,contract_date_conflict,medium,2023-02-01,C000753,12277.6
INV00010742,contract_date_conflict,medium,2023-12-01,C000754,210.6
INV00010767,contract_date_conflict,medium,2024-07-01,C000755,351.0
INV00010785,contract_date_conflict,medium,2023-02-01,C000756,948.0
INV00010820,contract_date_conflict,medium,2025-07-01,C000757,175.5
INV00010826,contract_date_conflict,medium,2024-11-01,C000758,8344.0
INV00010840,contract_date_conflict,medium,2024-06-01,C000759,265.2
INV00010859,contract_date_conflict,medium,2025-06-01,C000761,1501.0
INV00010866,contract_date_conflict,medium,2023-02-01,C000762,210.6
INV00010883,contract_date_conflict,medium,2025-12-01,C000763,1007.25
INV00010884,contract_date_conflict,medium,2023-08-01,C000765,333.45
INV00010913,contract_date_conflict,medium,2025-01-01,C000766,429.0
INV00010925,contract_date_conflict,medium,2025-06-01,C000767,245.7
INV00010931,contract_date_conflict,medium,2023-04-01,C000768,156.0
INV00010964,contract_date_conflict,medium,2025-08-01,C000770,1185.0
INV00010969,contract_date_conflict,medium,2023-08-01,C000771,1343.0
INV00010998,contract_date_conflict,medium,2025-04-01,C000772,1185.0
INV00011007,contract_date_conflict,medium,2025-08-01,C000773,2251.5
INV00011012,contract_date_conflict,medium,2024-12-01,C000774,1951.3
INV00011044,contract_date_conflict,medium,2025-08-01,C000777,1208.7
INV00011049,contract_date_conflict,medium,2024-01-01,C000778,10430.0
INV00011073,contract_date_conflict,medium,2023-02-01,C000779,8046.0
INV00011108,contract_date_conflict,medium,2023-07-01,C000781,1007.25
INV00011138,contract_date_conflict,medium,2025-10-01,C000782,222.3
INV00011141,contract_date_conflict,medium,2023-12-01,C000784,1208.7
INV00011166,contract_date_conflict,medium,2023-05-01,C000785,234.0
INV00011187,contract_date_conflict,medium,2025-03-01,C000786,468.0
INV00011197,contract_date_conflict,medium,2024-03-01,C000789,165.75
INV00011237,contract_date_conflict,medium,2023-10-01,C000791,315.9
INV00011264,contract_date_conflict,medium,2023-11-01,C000792,1343.0
INV00011290,contract_date_conflict,medium,2024-04-01,C000793,185.25
INV00011311,contract_date_conflict,medium,2023-08-01,C000794,234.0
INV00011340,contract_date_conflict,medium,2025-09-01,C000795,1896.0
INV00011344,contract_date_conflict,medium,2025-05-01,C000796,234.0
INV00011352,contract_date_conflict,medium,2024-04-01,C000797,390.0
INV00011364,contract_date_conflict,medium,2024-09-01,C000798,1185.0
INV00011380,contract_date_conflict,medium,2023-09-01,C000799,1817.0
INV00011408,contract_date_conflict,medium,2025-11-01,C000800,312.0
INV00011410,contract_date_conflict,medium,2025-12-01,C000802,1422.0
INV00011411,contract_date_conflict,medium,2025-03-01,C000804,312.0
INV00011421,contract_date_conflict,medium,2023-03-01,C000805,312.0
INV00011455,contract_date_conflict,medium,2023-02-01,C000806,298.35
INV00011470,contract_date_conflict,medium,2023-12-01,C000807,1659.0
INV00011495,contract_date_conflict,medium,2025-08-01,C000808,8493.0
INV00011500,contract_date_conflict,medium,2024-01-01,C000809,9118.8
INV00011524,contract_date_conflict,medium,2025-04-01,C000810,526.5
INV00011533,contract_date_conflict,medium,2024-09-01,C000811,185.25
INV00011549,contract_date_conflict,medium,2024-08-01,C000812,273.0
INV00011566,contract_date_conflict,medium,2024-12-01,C000813,259.35
INV00011579,contract_date_conflict,medium,2024-02-01,C000816,245.7
INV00011602,contract_date_conflict,medium,2023-08-01,C000818,280.8
INV00011631,contract_date_conflict,medium,2024-07-01,C000819,8351.45
INV00011649,contract_date_conflict,medium,2025-11-01,C000820,195.0
INV00011651,contract_date_conflict,medium,2023-02-01,C000821,315.9
INV00011686,contract_date_conflict,medium,2023-03-01,C000822,1185.0
INV00011704,contract_date_conflict,medium,2024-01-01,C000824,546.0
INV00011728,contract_date_conflict,medium,2023-05-01,C000825,9245.45
INV00011760,contract_date_conflict,medium,2025-03-01,C000826,185.25
INV00011767,contract_date_conflict,medium,2024-08-01,C000827,1185.0
INV00011784,contract_date_conflict,medium,2025-07-01,C000828,1817.0
INV00011790,contract_date_conflict,medium,2024-11-01,C000832,8344.0
INV00011804,contract_date_conflict,medium,2025-12-01,C000833,234.0
INV00011805,contract_date_conflict,medium,2023-10-01,C000834,1185.0
INV00011832,contract_date_conflict,medium,2023-02-01,C000835,1817.0
INV00011867,contract_date_conflict,medium,2024-07-01,C000836,185.25
INV00011885,contract_date_conflict,medium,2023-02-01,C000837,1817.0
INV00011920,contract_date_conflict,medium,2024-01-01,C000838,2559.6
INV00011935,contract_date_conflict,medium,2023-08-01,C000839,1185.0
INV00011955,contract_date_conflict,medium,2023-02-01,C000840,195.0
INV00011990,contract_date_conflict,medium,2024-09-01,C000841,195.0
INV00012006,contract_date_conflict,medium,2023-05-01,C000842,1959.2
INV00012038,contract_date_conflict,medium,2025-07-01,C000844,12203.1
INV00012044,contract_date_conflict,medium,2025-04-01,C000845,1659.0
INV00012053,contract_date_conflict,medium,2024-02-01,C000847,3634.0
INV00012076,contract_date_conflict,medium,2024-05-01,C000848,351.0
INV00012096,contract_date_conflict,medium,2025-08-01,C000849,1275.85
INV00012101,contract_date_conflict,medium,2023-03-01,C000850,175.5
INV00012135,contract_date_conflict,medium,2023-03-01,C000853,351.0
INV00012169,contract_date_conflict,medium,2025-02-01,C000854,1066.5
INV00012180,contract_date_conflict,medium,2024-09-01,C000856,273.0
INV00012196,contract_date_conflict,medium,2025-05-01,C000857,198.9
INV00012204,contract_date_conflict,medium,2023-05-01,C000858,13708.0
INV00012236,contract_date_conflict,medium,2025-08-01,C000859,1185.0
INV00012241,contract_date_conflict,medium,2025-02-01,C000860,9118.8
INV00012252,contract_date_conflict,medium,2024-07-01,C000861,195.0
INV00012270,contract_date_conflict,medium,2025-05-01,C000863,1185.0
INV00012278,contract_date_conflict,medium,2025-01-01,C000864,1975.0
INV00012290,contract_date_conflict,medium,2024-02-01,C000865,1066.5
INV00012313,contract_date_conflict,medium,2025-12-01,C000866,273.0
INV00012314,contract_date_conflict,medium,2025-07-01,C000868,3081.0
INV00012320,contract_date_conflict,medium,2025-10-01,C000869,333.45
INV00012323,contract_date_conflict,medium,2024-10-01,C000870,351.0
INV00012338,contract_date_conflict,medium,2024-09-01,C000871,195.0
INV00012354,contract_date_conflict,medium,2024-07-01,C000872,351.0
INV00012364,contract_date_conflict,medium,2023-12-01,C000873,1738.0
INV00012389,contract_date_conflict,medium,2023-06-01,C000875,232.05
INV00012420,contract_date_conflict,medium,2023-12-01,C000876,1501.0
INV00012445,contract_date_conflict,medium,2024-03-01,C000877,1975.0
INV00012467,contract_date_conflict,medium,2023-03-01,C000879,273.0
INV00012501,contract_date_conflict,medium,2024-05-01,C000882,2417.4
INV00012521,contract_date_conflict,medium,2025-08-01,C000883,1007.25
INV00012526,contract_date_conflict,medium,2024-02-01,C000884,1185.0
INV00012562,contract_date_conflict,medium,2023-02-01,C000886,280.8
INV00012597,contract_date_conflict,medium,2023-02-01,C000888,444.6
INV00012627,contract_date_conflict,medium,2024-10-01,C000889,1896.0
INV00012642,contract_date_conflict,medium,2024-07-01,C000890,1066.5
INV00012660,contract_date_conflict,medium,2025-05-01,C000891,2346.3
INV00012668,contract_date_conflict,medium,2024-01-01,C000892,1501.0
INV00012692,contract_date_conflict,medium,2025-04-01,C000893,165.75
INV00012717,contract_date_conflict,medium,2024-07-01,C000896,198.9
INV00012735,contract_date_conflict,medium,2023-09-01,C000897,390.0
INV00012757,contract_date_conflict,medium,2024-12-01,C000898,1185.0
INV00012770,contract_date_conflict,medium,2025-07-01,C000899,2346.3
INV00012776,contract_date_conflict,medium,2025-10-01,C000900,2449.0
INV00012779,contract_date_conflict,medium,2025-03-01,C000901,2765.0
INV00012789,contract_date_conflict,medium,2025-05-01,C000902,2291.0
INV00012797,contract_date_conflict,medium,2023-05-01,C000903,249.6
INV00012829,contract_date_conflict,medium,2025-09-01,C000904,1343.0
INV00012833,contract_date_conflict,medium,2023-08-01,C000905,1501.0
INV00012862,contract_date_conflict,medium,2023-02-01,C000906,351.0
INV00012897,contract_date_conflict,medium,2025-05-01,C000907,1813.05
INV00012905,contract_date_conflict,medium,2024-03-01,C000908,175.5
INV00012927,contract_date_conflict,medium,2024-01-01,C000909,2054.0
INV00012951,contract_date_conflict,medium,2023-03-01,C000911,3160.0
INV00012985,contract_date_conflict,medium,2024-09-01,C000912,1185.0
INV00013001,contract_date_conflict,medium,2025-02-01,C000913,2686.0
INV00013012,contract_date_conflict,medium,2023-02-01,C000914,351.0
INV00013047,contract_date_conflict,medium,2023-12-01,C000915,185.25
INV00013066,contract_date_conflict,medium,2024-06-01,C000918,2133.0
INV00013083,contract_date_conflict,medium,2024-11-01,C000919,703.95
INV00013097,contract_date_conflict,medium,2025-07-01,C000921,429.0
INV00013103,contract_date_conflict,medium,2023-07-01,C000922,1185.0
INV00013133,contract_date_conflict,medium,2023-07-01,C000923,7241.4
INV00013150,contract_date_conflict,medium,2023-07-01,C000924,175.5
INV00013180,contract_date_conflict,medium,2024-01-01,C000925,364.65
INV00013197,contract_date_conflict,medium,2025-06-01,C000926,280.8
INV00013204,contract_date_conflict,medium,2023-12-01,C000927,234.0
INV00013229,contract_date_conflict,medium,2025-03-01,C000928,2081.65
INV00013239,contract_date_conflict,medium,2024-10-01,C000931,1185.0
INV00013254,contract_date_conflict,medium,2025-02-01,C000932,1659.0
INV00013265,contract_date_conflict,medium,2024-03-01,C000933,280.8
INV00013287,contract_date_conflict,medium,2024-04-01,C000934,364.65
INV00013298,contract_date_conflict,medium,2024-02-01,C000935,210.6
INV00013321,contract_date_conflict,medium,2025-05-01,C000936,273.0
INV00013329,contract_date_conflict,medium,2025-05-01,C000937,1185.0
INV00013337,contract_date_conflict,medium,2023-07-01,C000940,1738.0
INV00013367,contract_date_conflict,medium,2025-10-01,C000941,2081.65
INV00013370,contract_date_conflict,medium,2023-06-01,C000942,245.7
INV00013379,contract_date_conflict,medium,2025-08-01,C000945,175.5
INV00013384,contract_date_conflict,medium,2025-10-01,C000946,8984.7
INV00013387,contract_date_conflict,medium,2023-06-01,C000947,195.0
INV00013410,contract_date_conflict,medium,2023-10-01,C000948,1501.0
INV00013437,contract_date_conflict,medium,2025-06-01,C000949,2528.0
INV00013444,contract_date_conflict,medium,2023-05-01,C000950,1185.0
INV00013476,contract_date_conflict,medium,2023-07-01,C000951,280.8
INV00013506,contract_date_conflict,medium,2023-01-01,C000952,245.7
INV00013530,contract_date_conflict,medium,2024-11-01,C000953,1141.55
INV00013570,contract_date_conflict,medium,2023-11-01,C000956,165.75
INV00013596,contract_date_conflict,medium,2025-12-01,C000958,1501.0
INV00013597,contract_date_conflict,medium,2025-05-01,C000959,245.7
INV00013605,contract_date_conflict,medium,2025-03-01,C000960,2176.45
INV00013615,contract_date_conflict,medium,2024-11-01,C000962,1659.0
INV00013629,contract_date_conflict,medium,2024-10-01,C000963,8642.0
INV00013638,contract_date_conflict,medium,2024-01-01,C000964,234.0
INV00013662,contract_date_conflict,medium,2023-12-01,C000965,2528.0
INV00013687,contract_date_conflict,medium,2025-06-01,C000966,234.0
INV00013694,contract_date_conflict,medium,2025-04-01,C000967,1185.0
INV00013703,contract_date_conflict,medium,2023-11-01,C000968,273.0
INV00013714,contract_date_conflict,medium,2024-09-01,C000969,222.3
INV00013727,contract_date_conflict,medium,2025-09-01,C000971,491.4
INV00013731,contract_date_conflict,medium,2024-02-01,C000972,2133.0
INV00013754,contract_date_conflict,medium,2024-09-01,C000973,8046.0
INV00013770,contract_date_conflict,medium,2023-01-01,C000975,1501.0
INV00013790,contract_date_conflict,medium,2024-05-01,C000976,1011.2
INV00013810,contract_date_conflict,medium,2023-07-01,C000977,429.0
INV00013840,contract_date_conflict,medium,2023-04-01,C000978,1659.0
INV00013867,contract_date_conflict,medium,2025-07-01,C000979,315.9
INV00013873,contract_date_conflict,medium,2025-05-01,C000981,2528.0
INV00013881,contract_date_conflict,medium,2023-07-01,C000982,364.65
INV00013911,contract_date_conflict,medium,2024-11-01,C000983,12367.0
INV00013925,contract_date_conflict,medium,2024-09-01,C000984,2291.0
INV00013941,contract_date_conflict,medium,2025-04-01,C000985,245.7
INV00013950,contract_date_conflict,medium,2024-01-01,C000986,7897.0
INV00014009,contract_date_conflict,medium,2025-06-01,C000988,1580.0
INV00014016,contract_date_conflict,medium,2023-08-01,C000989,507.0
INV00014045,contract_date_conflict,medium,2023-04-01,C000990,210.6
INV00014078,contract_date_conflict,medium,2023-02-01,C000991,1343.0
INV00014113,contract_date_conflict,medium,2025-12-01,C000992,195.0
INV00014114,contract_date_conflict,medium,2025-02-01,C000994,10877.0
INV00014125,contract_date_conflict,medium,2023-04-01,C000995,1074.4
INV00014158,contract_date_conflict,medium,2023-07-01,C000996,7107.3
INV00014182,contract_date_conflict,medium,2023-12-01,C000997,249.6
INV00014207,contract_date_conflict,medium,2023-05-01,C000998,9766.95
INV00014239,contract_date_conflict,medium,2025-02-01,C001001,165.75
INV00014250,contract_date_conflict,medium,2024-12-01,C001002,9685.0
INV00014263,contract_date_conflict,medium,2023-05-01,C001003,15794.0
INV00014295,contract_date_conflict,medium,2023-12-01,C001004,1651.1
INV00014320,contract_date_conflict,medium,2024-03-01,C001005,429.0
INV00014342,contract_date_conflict,medium,2024-12-01,C001006,1200.8
INV00014355,contract_date_conflict,medium,2024-10-01,C001007,1007.25
INV00014370,contract_date_conflict,medium,2023-06-01,C001008,273.0
INV00014401,contract_date_conflict,medium,2023-11-01,C001009,1422.0
INV00014427,contract_date_conflict,medium,2024-06-01,C001010,156.0
INV00014439,contract_date_conflict,medium,2025-09-01,C001011,195.0
INV00014443,contract_date_conflict,medium,2024-03-01,C001012,195.0
INV00014465,contract_date_conflict,medium,2025-08-01,C001013,351.0
INV00014470,contract_date_conflict,medium,2023-06-01,C001014,280.8
INV00014501,contract_date_conflict,medium,2024-11-01,C001015,185.25
INV00014515,contract_date_conflict,medium,2025-11-01,C001016,9983.0
INV00014517,contract_date_conflict,medium,2023-03-01,C001018,175.5
INV00014526,contract_date_conflict,medium,2023-04-01,C001019,1185.0
INV00014559,contract_date_conflict,medium,2023-09-01,C001020,1659.0
INV00014587,contract_date_conflict,medium,2023-05-01,C001021,507.0
INV00014619,contract_date_conflict,medium,2025-05-01,C001022,13112.0
INV00014627,contract_date_conflict,medium,2023-03-01,C001023,9089.0
INV00014661,contract_date_conflict,medium,2024-02-01,C001024,10258.65
INV00014684,contract_date_conflict,medium,2025-07-01,C001025,2370.0
INV00014690,contract_date_conflict,medium,2023-06-01,C001027,7450.0
INV00014703,contract_date_conflict,medium,2023-03-01,C001028,11920.0
INV00014737,contract_date_conflict,medium,2024-10-01,C001029,232.05
INV00014752,contract_date_conflict,medium,2024-02-01,C001030,273.0
INV00014766,contract_date_conflict,medium,2024-12-01,C001032,8642.0
INV00014779,contract_date_conflict,medium,2025-04-01,C001033,1066.5
