month_start,segment,plan_name,acquisition_channel,opening_mrr,new_mrr,expansion_mrr,reactivation_mrr,contraction_mrr,churned_mrr,closing_mrr
2023-09-01,mid-market,Growth,Organic,5688.0,0.0,252.8,0.0,0.0,0.0,5940.8
2023-09-01,mid-market,Growth,Outbound,3333.8,1350.9,0.0,0.0,0.0,0.0,4684.7
2023-09-01,mid-market,Growth,Paid Search,19094.3,1951.3,474.0,0.0,0.0,0.0,21519.6
2023-09-01,mid-market,Growth,Partner,12624.2,1185.0,0.0,0.0,0.0,0.0,13809.2
2023-09-01,mid-market,Starter,Events,826.8,0.0,0.0,0.0,58.5,0.0,768.3
2023-09-01,mid-market,Starter,Organic,799.5,0.0,0.0,0.0,0.0,0.0,799.5
2023-09-01,mid-market,Starter,Outbound,2983.59,0.0,114.32,0.0,0.0,0.0,3097.91
2023-09-01,mid-market,Starter,Paid Search,3166.8,653.25,0.0,0.0,0.0,0.0,3820.05
2023-09-01,mid-market,Starter,Partner,523.58,210.6,0.0,0.0,0.0,0.0,734.18
2023-09-01,smb,Enterprise,Events,28533.5,0.0,0.0,0.0,0.0,0.0,28533.5
2023-09-01,smb,Enterprise,Organic,17433.0,0.0,0.0,0.0,0.0,0.0,17433.0
2023-09-01,smb,Enterprise,Outbound,33674.0,0.0,3754.8,0.0,0.0,0.0,37428.8
2023-09-01,smb,Enterprise,Paid Search,35722.75,0.0,0.0,0.0,0.0,0.0,35722.75
2023-09-01,smb,Enterprise,Partner,34821.3,0.0,0.0,0.0,0.0,0.0,34821.3
2023-09-01,smb,Growth,Events,16148.58,0.0,0.0,0.0,296.25,0.0,15852.33
2023-09-01,smb,Growth,Organic,15728.11,0.0,0.0,0.0,0.0,0.0,15728.11
2023-09-01,smb,Growth,Outbound,11917.15,0.0,0.0,0.0,693.22,0.0,11223.93
2023-09-01,smb,Growth,Paid Search,21678.39,1659.0,0.0,0.0,0.0,0.0,23337.39
2023-09-01,smb,Growth,Partner,14365.16,1817.0,282.03,0.0,0.0,0.0,16464.19
2023-09-01,smb,Starter,Events,3743.19,175.5,101.35,0.0,94.77,0.0,3925.27
2023-09-01,smb,Starter,Organic,2209.35,1287.0,0.0,0.0,0.0,0.0,3496.35
2023-09-01,smb,Starter,Outbound,3621.15,390.0,0.0,0.0,0.0,0.0,4011.15
2023-09-01,smb,Starter,Paid Search,3118.05,0.0,0.0,0.0,0.0,0.0,3118.05
2023-09-01,smb,Starter,Partner,4774.22,376.35,0.0,0.0,0.0,0.0,5150.57
2023-10-01,enterprise,Enterprise,Events,28667.6,0.0,0.0,0.0,0.0,0.0,28667.6
2023-10-01,enterprise,Enterprise,Partner,6965.75,0.0,0.0,0.0,0.0,0.0,6965.75
2023-10-01,enterprise,Growth,Events,1422.0,0.0,0.0,0.0,0.0,0.0,1422.0
2023-10-01,enterprise,Growth,Organic,3491.01,0.0,0.0,0.0,0.0,0.0,3491.01
2023-10-01,enterprise,Growth,Outbound,6000.05,0.0,0.0,0.0,0.0,0.0,6000.05
2023-10-01,enterprise,Growth,Paid Search,0.0,1185.0,0.0,0.0,0.0,0.0,1185.0
2023-10-01,enterprise,Starter,Events,2208.73,0.0,0.0,0.0,0.0,0.0,2208.73
2023-10-01,enterprise,Starter,Organic,234.0,210.6,0.0,0.0,0.0,0.0,444.6
2023-10-01,enterprise,Starter,Outbound,1499.55,0.0,0.0,0.0,0.0,0.0,1499.55
2023-10-01,enterprise,Starter,Paid Search,677.62,312.0,0.0,0.0,0.0,0.0,989.62
2023-10-01,enterprise,Starter,Partner,296.4,0.0,0.0,0.0,0.0,0.0,296.4
2023-10-01,mid-market,Enterprise,Events,29695.7,0.0,0.0,0.0,0.0,0.0,29695.7
2023-10-01,mid-market,Enterprise,Organic,18490.9,0.0,0.0,0.0,0.0,0.0,18490.9
2023-10-01,mid-market,Enterprise,Outbound,46368.8,0.0,0.0,0.0,0.0,0.0,46368.8
2023-10-01,mid-market,Enterprise,Partner,64003.32,0.0,0.0,0.0,0.0,0.0,64003.32
2023-10-01,mid-market,Growth,Events,5881.55,1275.85,0.0,0.0,0.0,0.0,7157.4
2023-10-01,mid-market,Growth,Organic,5940.8,0.0,0.0,0.0,0.0,0.0,5940.8
2023-10-01,mid-market,Growth,Outbound,4684.7,2618.85,0.0,0.0,0.0,0.0,7303.55
2023-10-01,mid-market,Growth,Paid Search,21519.6,2291.0,295.46,0.0,0.0,0.0,24106.06
2023-10-01,mid-market,Growth,Partner,13809.2,3950.0,0.0,0.0,302.17,0.0,17457.03
2023-10-01,mid-market,Starter,Events,768.3,0.0,0.0,0.0,0.0,0.0,768.3
2023-10-01,mid-market,Starter,Organic,799.5,0.0,0.0,0.0,0.0,0.0,799.5
2023-10-01,mid-market,Starter,Outbound,3097.91,210.6,0.0,0.0,0.0,0.0,3308.51
2023-10-01,mid-market,Starter,Paid Search,3820.05,222.3,0.0,0.0,0.0,0.0,4042.35
2023-10-01,mid-market,Starter,Partner,734.18,510.9,0.0,0.0,0.0,0.0,1245.08
2023-10-01,smb,Enterprise,Events,28533.5,7375.5,0.0,0.0,0.0,0.0,35909.0
2023-10-01,smb,Enterprise,Organic,17433.0,0.0,0.0,0.0,0.0,9387.0,8046.0
2023-10-01,smb,Enterprise,Outbound,37428.8,13551.55,0.0,0.0,0.0,0.0,50980.35
2023-10-01,smb,Enterprise,Paid Search,35722.75,0.0,0.0,0.0,0.0,0.0,35722.75
2023-10-01,smb,Enterprise,Partner,34821.3,7450.0,0.0,0.0,0.0,0.0,42271.3
2023-10-01,smb,Growth,Events,15852.33,0.0,0.0,0.0,679.89,0.0,15172.44
2023-10-01,smb,Growth,Organic,15728.11,1501.0,412.38,0.0,0.0,0.0,17641.49
2023-10-01,smb,Growth,Outbound,11223.93,0.0,0.0,0.0,0.0,0.0,11223.93
2023-10-01,smb,Growth,Paid Search,23337.39,0.0,995.4,0.0,375.25,0.0,23957.54
2023-10-01,smb,Growth,Partner,16464.19,3318.0,0.0,0.0,0.0,0.0,19782.19
2023-10-01,smb,Starter,Events,3925.27,185.25,0.0,0.0,0.0,263.25,3847.27
2023-10-01,smb,Starter,Organic,3496.35,273.0,116.71,0.0,68.25,0.0,3817.81
2023-10-01,smb,Starter,Outbound,4011.15,0.0,0.0,0.0,0.0,0.0,4011.15
2023-10-01,smb,Starter,Paid Search,3118.05,741.0,61.43,0.0,0.0,0.0,3920.48
2023-10-01,smb,Starter,Partner,5150.57,298.35,70.2,0.0,0.0,0.0,5519.12
2023-11-01,enterprise,Enterprise,Events,28667.6,0.0,0.0,0.0,0.0,0.0,28667.6
2023-11-01,enterprise,Enterprise,Partner,6965.75,0.0,0.0,0.0,0.0,0.0,6965.75
2023-11-01,enterprise,Growth,Events,1422.0,0.0,0.0,0.0,0.0,0.0,1422.0
2023-11-01,enterprise,Growth,Organic,3491.01,0.0,0.0,0.0,0.0,0.0,3491.01
2023-11-01,enterprise,Growth,Outbound,6000.05,0.0,0.0,0.0,0.0,0.0,6000.05
2023-11-01,enterprise,Growth,Paid Search,1185.0,1185.0,0.0,0.0,0.0,0.0,2370.0
2023-11-01,enterprise,Starter,Events,2208.73,0.0,46.8,0.0,0.0,0.0,2255.53
2023-11-01,enterprise,Starter,Organic,444.6,165.75,0.0,0.0,0.0,0.0,610.35
2023-11-01,enterprise,Starter,Outbound,1499.55,0.0,0.0,0.0,0.0,0.0,1499.55
2023-11-01,enterprise,Starter,Paid Search,989.62,0.0,0.0,0.0,78.0,0.0,911.62
2023-11-01,enterprise,Starter,Partner,296.4,0.0,0.0,0.0,0.0,0.0,296.4
2023-11-01,mid-market,Enterprise,Events,29695.7,0.0,0.0,0.0,0.0,0.0,29695.7
2023-11-01,mid-market,Enterprise,Organic,18490.9,0.0,0.0,0.0,0.0,0.0,18490.9
2023-11-01,mid-market,Enterprise,Outbound,46368.8,0.0,0.0,0.0,0.0,0.0,46368.8
2023-11-01,mid-market,Enterprise,Partner,64003.32,14453.0,2698.76,0.0,0.0,0.0,81155.08
2023-11-01,mid-market,Growth,Events,7157.4,1137.6,0.0,0.0,0.0,0.0,8295.0
2023-11-01,mid-market,Growth,Organic,5940.8,1343.0,0.0,0.0,0.0,0.0,7283.8
2023-11-01,mid-market,Growth,Outbound,7303.55,3199.5,0.0,0.0,0.0,0.0,10503.05
2023-11-01,mid-market,Growth,Paid Search,24106.06,0.0,682.96,0.0,0.0,0.0,24789.02
2023-11-01,mid-market,Growth,Partner,17457.03,1896.0,0.0,0.0,395.0,0.0,18958.03
2023-11-01,mid-market,Starter,Events,768.3,0.0,0.0,0.0,0.0,0.0,768.3
2023-11-01,mid-market,Starter,Organic,799.5,0.0,0.0,0.0,0.0,0.0,799.5
2023-11-01,mid-market,Starter,Outbound,3308.51,0.0,0.0,0.0,0.0,0.0,3308.51
2023-11-01,mid-market,Starter,Paid Search,4042.35,0.0,0.0,0.0,0.0,0.0,4042.35
2023-11-01,mid-market,Starter,Partner,1245.08,259.35,0.0,0.0,0.0,175.5,1328.93
2023-11-01,smb,Enterprise,Events,35909.0,0.0,0.0,0.0,0.0,0.0,35909.0
2023-11-01,smb,Enterprise,Organic,8046.0,0.0,0.0,0.0,0.0,0.0,8046.0
2023-11-01,smb,Enterprise,Outbound,50980.35,0.0,0.0,0.0,0.0,0.0,50980.35
2023-11-01,smb,Enterprise,Paid Search,35722.75,0.0,1490.0,0.0,0.0,0.0,37212.75
2023-11-01,smb,Enterprise,Partner,42271.3,0.0,0.0,0.0,0.0,0.0,42271.3
2023-11-01,smb,Growth,Events,15172.44,2970.4,0.0,0.0,0.0,0.0,18142.84
2023-11-01,smb,Growth,Organic,17641.49,0.0,866.0,0.0,0.0,0.0,18507.49
2023-11-01,smb,Growth,Outbound,11223.93,1185.0,0.0,0.0,0.0,1141.55,11267.38
2023-11-01,smb,Growth,Paid Search,23957.54,0.0,225.15,0.0,0.0,0.0,24182.69
2023-11-01,smb,Growth,Partner,19782.19,2054.0,251.81,0.0,0.0,0.0,22088.0
2023-11-01,smb,Starter,Events,3847.27,0.0,171.93,0.0,0.0,0.0,4019.2
2023-11-01,smb,Starter,Organic,3817.81,643.5,0.0,0.0,0.0,0.0,4461.31
2023-11-01,smb,Starter,Outbound,4011.15,234.0,0.0,0.0,0.0,0.0,4245.15
2023-11-01,smb,Starter,Paid Search,3920.48,0.0,0.0,0.0,0.0,0.0,3920.48
2023-11-01,smb,Starter,Partner,5519.12,0.0,154.05,0.0,70.2,0.0,5602.97
2023-12-01,enterprise,Enterprise,Events,28667.6,0.0,0.0,0.0,0.0,0.0,28667.6
2023-12-01,enterprise,Enterprise,Partner,6965.75,0.0,0.0,0.0,0.0,0.0,6965.75
2023-12-01,enterprise,Growth,Events,1422.0,0.0,0.0,0.0,0.0,0.0,1422.0
2023-12-01,enterprise,Growth,Organic,3491.01,0.0,0.0,0.0,0.0,0.0,3491.01
2023-12-01,enterprise,Growth,Outbound,6000.05,0.0,0.0,0.0,0.0,0.0,6000.05
2023-12-01,enterprise,Growth,Paid Search,2370.0,0.0,0.0,0.0,296.25,0.0,2073.75
2023-12-01,enterprise,Starter,Events,2255.53,0.0,0.0,0.0,0.0,0.0,2255.53
2023-12-01,enterprise,Starter,Organic,610.35,0.0,0.0,0.0,0.0,0.0,610.35
2023-12-01,enterprise,Starter,Outbound,1499.55,0.0,242.29,0.0,0.0,0.0,1741.84
2023-12-01,enterprise,Starter,Paid Search,911.62,0.0,0.0,0.0,0.0,0.0,911.62
2023-12-01,enterprise,Starter,Partner,296.4,0.0,0.0,0.0,0.0,0.0,296.4
2023-12-01,mid-market,Enterprise,Events,29695.7,0.0,0.0,0.0,0.0,0.0,29695.7
2023-12-01,mid-market,Enterprise,Organic,18490.9,0.0,0.0,0.0,0.0,0.0,18490.9
2023-12-01,mid-market,Enterprise,Outbound,46368.8,6705.0,0.0,0.0,1810.35,0.0,51263.45
2023-12-01,mid-market,Enterprise,Partner,81155.08,0.0,0.0,0.0,0.0,0.0,81155.08
2023-12-01,mid-market,Growth,Events,8295.0,1876.25,0.0,0.0,0.0,0.0,10171.25
2023-12-01,mid-market,Growth,Organic,7283.8,2923.0,0.0,0.0,0.0,0.0,10206.8
2023-12-01,mid-market,Growth,Outbound,10503.05,2765.0,0.0,0.0,0.0,0.0,13268.05
2023-12-01,mid-market,Growth,Paid Search,24789.02,4139.6,921.99,0.0,0.0,0.0,29850.61
2023-12-01,mid-market,Growth,Partner,18958.03,0.0,0.0,0.0,0.0,0.0,18958.03
2023-12-01,mid-market,Starter,Events,768.3,249.6,0.0,0.0,0.0,0.0,1017.9
2023-12-01,mid-market,Starter,Organic,799.5,210.6,0.0,0.0,0.0,0.0,1010.1
2023-12-01,mid-market,Starter,Outbound,3308.51,195.0,0.0,0.0,0.0,0.0,3503.51
2023-12-01,mid-market,Starter,Paid Search,4042.35,0.0,98.28,0.0,55.57,0.0,4085.06
2023-12-01,mid-market,Starter,Partner,1328.93,419.25,0.0,0.0,0.0,0.0,1748.18
2023-12-01,smb,Enterprise,Events,35909.0,0.0,0.0,0.0,0.0,0.0,35909.0
2023-12-01,smb,Enterprise,Organic,8046.0,0.0,0.0,0.0,0.0,0.0,8046.0
2023-12-01,smb,Enterprise,Outbound,50980.35,0.0,0.0,0.0,3620.7,0.0,47359.65
2023-12-01,smb,Enterprise,Paid Search,37212.75,0.0,0.0,0.0,0.0,0.0,37212.75
2023-12-01,smb,Enterprise,Partner,42271.3,0.0,0.0,0.0,0.0,0.0,42271.3
2023-12-01,smb,Growth,Events,18142.84,1738.0,0.0,0.0,0.0,1069.46,18811.38
2023-12-01,smb,Growth,Organic,18507.49,1343.0,778.94,0.0,0.0,0.0,20629.43
2023-12-01,smb,Growth,Outbound,11267.38,4029.0,0.0,0.0,0.0,0.0,15296.38
2023-12-01,smb,Growth,Paid Search,24182.69,1738.0,300.2,0.0,335.75,0.0,25885.14
2023-12-01,smb,Growth,Partner,22088.0,1007.25,0.0,0.0,0.0,0.0,23095.25
2023-12-01,smb,Starter,Events,4019.2,0.0,0.0,0.0,71.61,0.0,3947.59
2023-12-01,smb,Starter,Organic,4461.31,0.0,0.0,0.0,0.0,0.0,4461.31
2023-12-01,smb,Starter,Outbound,4245.15,407.55,70.2,0.0,0.0,0.0,4722.9
2023-12-01,smb,Starter,Paid Search,3920.48,1053.0,0.0,0.0,0.0,0.0,4973.48
2023-12-01,smb,Starter,Partner,5602.97,458.25,0.0,0.0,63.18,0.0,5998.04
2024-01-01,enterprise,Enterprise,Events,28667.6,0.0,4589.2,0.0,0.0,0.0,33256.8
2024-01-01,enterprise,Enterprise,Partner,6965.75,9387.0,0.0,0.0,0.0,0.0,16352.75
2024-01-01,enterprise,Growth,Events,1422.0,0.0,0.0,0.0,0.0,0.0,1422.0
2024-01-01,enterprise,Growth,Organic,3491.01,0.0,0.0,0.0,0.0,0.0,3491.01
2024-01-01,enterprise,Growth,Outbound,6000.05,0.0,0.0,0.0,0.0,0.0,6000.05
2024-01-01,enterprise,Growth,Paid Search,2073.75,1350.9,0.0,0.0,0.0,0.0,3424.65
2024-01-01,enterprise,Starter,Events,2255.53,195.0,163.8,0.0,111.15,0.0,2503.18
2024-01-01,enterprise,Starter,Organic,610.35,0.0,0.0,0.0,0.0,0.0,610.35
2024-01-01,enterprise,Starter,Outbound,1741.84,0.0,0.0,0.0,0.0,0.0,1741.84
2024-01-01,enterprise,Starter,Paid Search,911.62,0.0,0.0,0.0,0.0,0.0,911.62
2024-01-01,enterprise,Starter,Partner,296.4,546.0,0.0,0.0,0.0,0.0,842.4
2024-01-01,mid-market,Enterprise,Events,29695.7,0.0,0.0,0.0,0.0,0.0,29695.7
2024-01-01,mid-market,Enterprise,Organic,18490.9,8791.0,0.0,0.0,0.0,0.0,27281.9
2024-01-01,mid-market,Enterprise,Outbound,51263.45,9118.8,1341.0,0.0,0.0,0.0,61723.25
2024-01-01,mid-market,Enterprise,Partner,81155.08,0.0,0.0,0.0,0.0,0.0,81155.08
2024-01-01,mid-market,Growth,Events,10171.25,0.0,0.0,0.0,0.0,0.0,10171.25
2024-01-01,mid-market,Growth,Organic,10206.8,5640.6,0.0,0.0,316.0,0.0,15531.4
2024-01-01,mid-market,Growth,Outbound,13268.05,1425.95,0.0,0.0,0.0,0.0,14694.0
2024-01-01,mid-market,Growth,Paid Search,29850.61,1896.0,525.35,0.0,0.0,0.0,32271.96
2024-01-01,mid-market,Growth,Partner,18958.03,0.0,0.0,0.0,0.0,0.0,18958.03
2024-01-01,mid-market,Starter,Events,1017.9,0.0,0.0,0.0,0.0,0.0,1017.9
2024-01-01,mid-market,Starter,Organic,1010.1,456.3,0.0,0.0,0.0,0.0,1466.4
2024-01-01,mid-market,Starter,Outbound,3503.51,532.35,101.79,0.0,0.0,0.0,4137.65
2024-01-01,mid-market,Starter,Paid Search,4085.06,210.6,0.0,0.0,0.0,0.0,4295.66
2024-01-01,mid-market,Starter,Partner,1748.18,487.5,0.0,0.0,0.0,0.0,2235.68
2024-01-01,smb,Enterprise,Events,35909.0,13708.0,1743.3,0.0,0.0,0.0,51360.3
2024-01-01,smb,Enterprise,Organic,8046.0,0.0,0.0,0.0,0.0,0.0,8046.0
2024-01-01,smb,Enterprise,Outbound,47359.65,10430.0,0.0,0.0,0.0,0.0,57789.65
2024-01-01,smb,Enterprise,Paid Search,37212.75,0.0,0.0,0.0,0.0,0.0,37212.75
2024-01-01,smb,Enterprise,Partner,42271.3,15116.05,0.0,0.0,0.0,0.0,57387.35
2024-01-01,smb,Growth,Events,18811.38,3555.0,0.0,0.0,296.25,0.0,22070.13
2024-01-01,smb,Growth,Organic,20629.43,0.0,0.0,0.0,0.0,0.0,20629.43
2024-01-01,smb,Growth,Outbound,15296.38,1947.35,0.0,0.0,0.0,0.0,17243.73
2024-01-01,smb,Growth,Paid Search,25885.14,1848.6,0.0,0.0,639.9,0.0,27093.84
2024-01-01,smb,Growth,Partner,23095.25,4266.0,0.0,0.0,0.0,0.0,27361.25
2024-01-01,smb,Starter,Events,3947.59,409.5,0.0,0.0,0.0,312.0,4045.09
2024-01-01,smb,Starter,Organic,4461.31,549.9,198.51,0.0,0.0,0.0,5209.72
2024-01-01,smb,Starter,Outbound,4722.9,877.5,0.0,0.0,0.0,0.0,5600.4
2024-01-01,smb,Starter,Paid Search,4973.48,460.2,54.6,0.0,0.0,0.0,5488.28
2024-01-01,smb,Starter,Partner,5998.04,195.0,70.2,0.0,0.0,0.0,6263.24
2024-02-01,enterprise,Enterprise,Events,33256.8,0.0,0.0,0.0,0.0,0.0,33256.8
2024-02-01,enterprise,Enterprise,Paid Search,0.0,10132.0,0.0,0.0,0.0,0.0,10132.0
2024-02-01,enterprise,Enterprise,Partner,16352.75,0.0,3285.45,0.0,0.0,0.0,19638.2
2024-02-01,enterprise,Growth,Events,1422.0,0.0,0.0,0.0,0.0,0.0,1422.0
2024-02-01,enterprise,Growth,Organic,3491.01,0.0,0.0,0.0,0.0,0.0,3491.01
2024-02-01,enterprise,Growth,Outbound,6000.05,2133.0,0.0,0.0,0.0,0.0,8133.05
2024-02-01,enterprise,Growth,Paid Search,3424.65,0.0,0.0,0.0,0.0,0.0,3424.65
2024-02-01,enterprise,Starter,Events,2503.18,468.0,0.0,0.0,0.0,0.0,2971.18
2024-02-01,enterprise,Starter,Organic,610.35,0.0,0.0,0.0,0.0,0.0,610.35
2024-02-01,enterprise,Starter,Outbound,1741.84,481.65,239.56,0.0,87.75,250.09,2125.21
2024-02-01,enterprise,Starter,Paid Search,911.62,273.0,92.87,0.0,0.0,0.0,1277.49
2024-02-01,enterprise,Starter,Partner,842.4,0.0,0.0,0.0,0.0,0.0,842.4
2024-02-01,mid-market,Enterprise,Events,29695.7,11026.0,0.0,0.0,0.0,0.0,40721.7
2024-02-01,mid-market,Enterprise,Organic,27281.9,11026.0,0.0,0.0,0.0,0.0,38307.9
2024-02-01,mid-market,Enterprise,Outbound,61723.25,0.0,4961.7,0.0,0.0,0.0,66684.95
2024-02-01,mid-market,Enterprise,Partner,81155.08,0.0,3158.8,0.0,0.0,7450.0,76863.88
2024-02-01,mid-market,Growth,Events,10171.25,0.0,0.0,0.0,0.0,0.0,10171.25
2024-02-01,mid-market,Growth,Organic,15531.4,2844.0,0.0,0.0,0.0,2449.0,15926.4
2024-02-01,mid-market,Growth,Outbound,14694.0,0.0,0.0,0.0,0.0,0.0,14694.0
2024-02-01,mid-market,Growth,Paid Search,32271.96,5198.2,1244.69,0.0,0.0,0.0,38714.85
2024-02-01,mid-market,Growth,Partner,18958.03,0.0,237.0,0.0,0.0,0.0,19195.03
2024-02-01,mid-market,Starter,Events,1017.9,0.0,56.16,0.0,0.0,0.0,1074.06
2024-02-01,mid-market,Starter,Organic,1466.4,175.5,0.0,0.0,0.0,0.0,1641.9
2024-02-01,mid-market,Starter,Outbound,4137.65,421.2,0.0,0.0,0.0,0.0,4558.85
2024-02-01,mid-market,Starter,Paid Search,4295.66,351.0,0.0,0.0,41.68,0.0,4604.98
2024-02-01,mid-market,Starter,Partner,2235.68,210.6,0.0,0.0,0.0,0.0,2446.28
2024-02-01,smb,Enterprise,Events,51360.3,9238.0,4328.45,0.0,0.0,0.0,64926.75
2024-02-01,smb,Enterprise,Organic,8046.0,12218.0,0.0,0.0,0.0,0.0,20264.0
2024-02-01,smb,Enterprise,Outbound,57789.65,22469.2,0.0,0.0,0.0,0.0,80258.85
2024-02-01,smb,Enterprise,Paid Search,37212.75,0.0,0.0,0.0,0.0,0.0,37212.75
2024-02-01,smb,Enterprise,Partner,57387.35,10258.65,0.0,0.0,0.0,0.0,67646.0
2024-02-01,smb,Growth,Events,22070.13,2251.5,278.08,0.0,0.0,1264.0,23335.71
2024-02-01,smb,Growth,Organic,20629.43,1275.85,763.14,0.0,0.0,0.0,22668.42
2024-02-01,smb,Growth,Outbound,17243.73,1279.8,0.0,0.0,0.0,0.0,18523.53
2024-02-01,smb,Growth,Paid Search,27093.84,1185.0,0.0,0.0,940.1,0.0,27338.74
2024-02-01,smb,Growth,Partner,27361.25,1516.8,0.0,0.0,0.0,0.0,28878.05
2024-02-01,smb,Starter,Events,4045.09,807.3,0.0,0.0,0.0,0.0,4852.39
2024-02-01,smb,Starter,Organic,5209.72,0.0,138.06,0.0,0.0,245.7,5102.08
2024-02-01,smb,Starter,Outbound,5600.4,624.0,0.0,0.0,204.75,0.0,6019.65
2024-02-01,smb,Starter,Paid Search,5488.28,0.0,119.34,0.0,0.0,0.0,5607.62
2024-02-01,smb,Starter,Partner,6263.24,0.0,152.88,0.0,0.0,0.0,6416.12
2024-03-01,enterprise,Enterprise,Events,33256.8,0.0,6195.42,0.0,0.0,0.0,39452.22
2024-03-01,enterprise,Enterprise,Paid Search,10132.0,0.0,0.0,0.0,0.0,0.0,10132.0
2024-03-01,enterprise,Enterprise,Partner,19638.2,0.0,0.0,0.0,0.0,0.0,19638.2
2024-03-01,enterprise,Growth,Events,1422.0,0.0,497.7,0.0,0.0,0.0,1919.7
2024-03-01,enterprise,Growth,Organic,3491.01,0.0,0.0,0.0,0.0,0.0,3491.01
2024-03-01,enterprise,Growth,Outbound,8133.05,0.0,0.0,0.0,0.0,0.0,8133.05
2024-03-01,enterprise,Growth,Paid Search,3424.65,0.0,0.0,0.0,0.0,0.0,3424.65
2024-03-01,enterprise,Starter,Events,2971.18,0.0,0.0,0.0,0.0,0.0,2971.18
2024-03-01,enterprise,Starter,Organic,610.35,0.0,0.0,0.0,0.0,0.0,610.35
2024-03-01,enterprise,Starter,Outbound,2125.21,175.5,0.0,0.0,0.0,0.0,2300.71
2024-03-01,enterprise,Starter,Paid Search,1277.49,234.0,0.0,0.0,0.0,0.0,1511.49
2024-03-01,enterprise,Starter,Partner,842.4,0.0,0.0,0.0,0.0,0.0,842.4
2024-03-01,mid-market,Enterprise,Events,40721.7,0.0,0.0,0.0,0.0,0.0,40721.7
2024-03-01,mid-market,Enterprise,Organic,38307.9,0.0,0.0,0.0,0.0,0.0,38307.9
2024-03-01,mid-market,Enterprise,Outbound,66684.95,0.0,2816.1,0.0,0.0,0.0,69501.05
2024-03-01,mid-market,Enterprise,Partner,76863.88,12814.0,0.0,0.0,0.0,0.0,89677.88
2024-03-01,mid-market,Growth,Events,10171.25,1185.0,0.0,0.0,0.0,0.0,11356.25
2024-03-01,mid-market,Growth,Organic,15926.4,0.0,0.0,0.0,0.0,0.0,15926.4
2024-03-01,mid-market,Growth,Outbound,14694.0,5561.6,0.0,0.0,0.0,0.0,20255.6
2024-03-01,mid-market,Growth,Paid Search,38714.85,0.0,0.0,0.0,0.0,0.0,38714.85
2024-03-01,mid-market,Growth,Partner,19195.03,0.0,0.0,0.0,0.0,0.0,19195.03
2024-03-01,mid-market,Starter,Events,1074.06,536.25,0.0,0.0,0.0,0.0,1610.31
2024-03-01,mid-market,Starter,Organic,1641.9,514.8,0.0,0.0,0.0,0.0,2156.7
2024-03-01,mid-market,Starter,Outbound,4558.85,245.7,0.0,0.0,126.75,0.0,4677.8
2024-03-01,mid-market,Starter,Paid Search,4604.98,468.0,0.0,0.0,117.0,0.0,4955.98
2024-03-01,mid-market,Starter,Partner,2446.28,624.0,0.0,0.0,0.0,0.0,3070.28
2024-03-01,smb,Enterprise,Events,64926.75,0.0,0.0,0.0,0.0,0.0,64926.75
2024-03-01,smb,Enterprise,Organic,20264.0,0.0,0.0,0.0,0.0,0.0,20264.0
2024-03-01,smb,Enterprise,Outbound,80258.85,15049.0,3650.5,0.0,0.0,0.0,98958.35
2024-03-01,smb,Enterprise,Paid Search,37212.75,23810.2,0.0,0.0,0.0,0.0,61022.95
2024-03-01,smb,Enterprise,Partner,67646.0,0.0,0.0,0.0,0.0,0.0,67646.0
2024-03-01,smb,Growth,Events,23335.71,4518.8,718.9,0.0,0.0,1477.3,27096.11
2024-03-01,smb,Growth,Organic,22668.42,1185.0,0.0,0.0,0.0,0.0,23853.42
2024-03-01,smb,Growth,Outbound,18523.53,0.0,415.94,0.0,0.0,0.0,18939.47
2024-03-01,smb,Growth,Paid Search,27338.74,1141.55,331.8,0.0,0.0,0.0,28812.09
2024-03-01,smb,Growth,Partner,28878.05,0.0,635.95,0.0,493.75,0.0,29020.25
2024-03-01,smb,Starter,Events,4852.39,507.0,0.0,0.0,58.5,0.0,5300.89
2024-03-01,smb,Starter,Organic,5102.08,0.0,0.0,0.0,0.0,0.0,5102.08
2024-03-01,smb,Starter,Outbound,6019.65,0.0,0.0,0.0,0.0,0.0,6019.65
2024-03-01,smb,Starter,Paid Search,5607.62,477.75,0.0,0.0,0.0,0.0,6085.37
2024-03-01,smb,Starter,Partner,6416.12,210.6,68.25,0.0,0.0,0.0,6694.97
2024-04-01,enterprise,Enterprise,Events,39452.22,0.0,0.0,0.0,0.0,0.0,39452.22
2024-04-01,enterprise,Enterprise,Paid Search,10132.0,0.0,0.0,0.0,0.0,0.0,10132.0
2024-04-01,enterprise,Enterprise,Partner,19638.2,0.0,0.0,0.0,0.0,0.0,19638.2
2024-04-01,enterprise,Growth,Events,1919.7,0.0,0.0,0.0,0.0,0.0,1919.7
2024-04-01,enterprise,Growth,Organic,3491.01,1125.75,0.0,0.0,0.0,0.0,4616.76
2024-04-01,enterprise,Growth,Outbound,8133.05,0.0,0.0,0.0,0.0,0.0,8133.05
2024-04-01,enterprise,Growth,Paid Search,3424.65,3961.85,0.0,0.0,0.0,0.0,7386.5
2024-04-01,enterprise,Starter,Events,2971.18,273.0,98.28,0.0,0.0,0.0,3342.46
2024-04-01,enterprise,Starter,Organic,610.35,0.0,0.0,0.0,0.0,0.0,610.35
2024-04-01,enterprise,Starter,Outbound,2300.71,0.0,0.0,0.0,0.0,0.0,2300.71
